,subscriber,income,healthcare,quality childcare,education,affordable housing,children health insurance,# of children younger than 8,employment,children relationship score
7989,70535179-8ef7-4954-8da4-f8feb81028cd,,,,,,Private (through parent/caregiver),,,
7990,7053cf89-b0cd-4d4b-9f63-ef05526aa8c6,,,,,,Medicaid or CHIP,,,
7991,7055573d-7ad9-4546-80dd-60eb48d3735e,,,,,,Private (through parent/caregiver),,,
7992,7055a382-4cdf-407c-9786-2a5297cfe4c0,,,,,,,,,
7993,70582b0d-607a-4249-b5a4-c577bea1620b,,,,,,Medicaid or CHIP,,,
7994,705877ed-340b-4f2e-af1e-39191d793ad9,,,,,,Medicaid or CHIP,,,
7995,7058ed09-8173-40e2-889a-954d5d293dc3,,,,,,Private (through parent/caregiver),,,
7996,705a09b0-d4dd-4de9-b474-a7ecb98a1ec8,,,,,,Private (through parent/caregiver),,,
7997,7061010a-820b-46b1-ba64-afacb107da28,,,,,,Don't Know,,,
7998,706601ce-cf11-452d-901e-49e462e9a4f2,,,,,,Private (through parent/caregiver),,,
7999,7066f46a-1c59-44ae-8127-dd1fc7b4fc1f,,,,,,Medicaid or CHIP,,,
8000,7069bf06-5cf6-4ca9-a1c9-314ecca4e372,,,,,,Private (through parent/caregiver),,,
8001,706a342c-ea76-43f5-bd3f-46f0155b6ceb,,,,,,Private (through parent/caregiver),,,
8002,706c5980-e636-4b0d-afe1-eba0a7b12be5,,,,,,Private (through parent/caregiver),,,
8003,706daf8c-0aa3-4c4e-acb7-5670f3448d9e,,,,,,Medicaid or CHIP,,,
8004,70708392-5388-4106-9d6e-912d6c0feb91,,,,,,Private (through parent/caregiver),,,
8005,70737bd3-c0a9-46e9-a7d5-ed77c36cc0ca,,,,,,Private (through parent/caregiver),,,
8006,7079758f-ff76-489b-97fb-05af8c1ad722,,,,,,Private (through parent/caregiver),,,
8007,70820636-ccc1-4b23-8e31-8992ad33cda8,,,,,,,,,
8008,70878136-2d73-4cc6-b984-77e909cdf937,,,,,,Private (through parent/caregiver),,,
8009,70884da5-6984-4c0a-864f-a2427f14ec76,,,,,,,,,
8010,708f29df-f681-40ef-9d84-ee3f4cab0686,,,,,,Medicaid or CHIP,,,
8011,709027e6-2c69-4f45-8480-17d854f11faf,,,,,,Private (through parent/caregiver),,,
8012,709bff95-dfdb-43aa-a427-3e6afe64af77,,,,,,Medicaid or CHIP,,,
8013,70a01f0c-e7ca-4bf0-ad9b-cdc936d0a273,,,,,,Private (through parent/caregiver),,,
8014,70a0f4e6-a8d9-42fe-9799-1818f868954a,,,,,,,,,
8015,70a749f6-c7fd-4e70-bf0d-ca0304c0d2c8,,,,,,Don't Know,,,
8016,70a9760a-125b-4692-bbbf-e60b179c2fd8,,,,,,Private (through parent/caregiver),,,
8017,70aa55c2-8cbf-4d55-b3cc-8b95d29a6b9b,,,,,,Private (through parent/caregiver),,,
8018,70accb4d-cd5c-48ef-a8b2-27931ec29a00,,,,,,Private (through parent/caregiver),,,
8019,70ace315-97c0-4a5a-91e8-dbc67cdc76a7,,,,,,Private (through parent/caregiver),,,
8020,70b6f9fb-6ea5-4a96-8338-5a1841c1bf4d,,,,,,Medicaid or CHIP,,,
8021,70bdc203-d578-47d6-b868-774f06f0be5d,,,,,,Medicaid or CHIP,,,
8022,70bf6de0-931b-4378-8b6f-e0d8bf0d6df7,,,,,,,,,
8023,70c8a7be-a869-4d85-8efc-92ef9b95d091,,,,,,Private (through parent/caregiver),,,
8024,70cfe429-82f3-479e-b273-0d2a710e3941,,,,,,Private (through parent/caregiver),,,
8025,70d4010c-5413-468d-b5b2-044254e57cc1,,,,,,Medicaid or CHIP,,,
8026,70d58eb2-b2f3-4d1f-9d58-4f25714c0b79,,,,,,Medicaid or CHIP,,,
8027,70d841dc-c2d4-4245-83fe-f2d6e60a11d6,,,,,,Medicaid or CHIP,,,
8028,70dde2cc-13f0-48cd-bcb5-7c172bf0d635,,,,,,Private (through parent/caregiver),,,
8029,70e391e5-35d5-4ec8-9b63-fa7f8a812e4b,,,,,,Private (through parent/caregiver),,,
8030,70e79213-ce0a-43db-932e-5029f2f73aed,,,,,,,,,
8031,70e85244-b829-4192-8e06-5ef53fa309f0,,,,,,Medicaid or CHIP,,,
8032,70e9397b-f68a-4995-a497-0aa934f66d16,,,,,,Private (through parent/caregiver),,,
8033,70ecb4d2-d160-4b71-bc91-59fedca4a336,,,,,,Medicaid or CHIP,,,
8034,70f09a61-85b0-473c-b4f9-84cb55639c75,,,,,,Private (through parent/caregiver),,,
8035,70f193eb-1f2e-4a18-8abb-c8f764d71407,,,,,,Private (through parent/caregiver),,,
8036,70f6b054-d2a9-40ec-9098-d6f4e27f1bcc,,,,,,Private (through parent/caregiver),,,
8037,70f8d295-cc77-4fde-ab50-a5fcd8ff28f2,,,,,,Medicaid or CHIP,,,
8038,70f964bb-5b01-41e1-909a-d2ae81432fe0,,,,,,Private (through parent/caregiver),,,
8039,70f9b8f4-81fc-4b84-ad9e-5e804e43cbc5,,,,,,Private (through parent/caregiver),,,
8040,7103abee-3aca-471d-be4c-807fe6b422a5,,,,,,Private (through parent/caregiver),,,
8041,71043f45-a06e-4468-8ab2-f9e62280beb5,,,,,,,,,
8042,71054bcd-55aa-4888-8edc-adf225a55f24,,,,,,Private (through parent/caregiver),,,
8043,7108962e-e691-4dec-88dd-eb72196cd9d9,,,,,,Private (through parent/caregiver),,,
8044,7109fbf2-1164-44c5-91a2-cb8f3457739c,,,,,,Medicaid or CHIP,,,
8045,711638a4-9913-4dac-bfff-b7be48a2d6d0,,,,,,Private (through parent/caregiver),,,
8046,711e6979-e137-4ab4-9a15-d87b6aeb2b13,,,,,,Private (through parent/caregiver),,,
8047,711eb39e-5899-4ef6-971e-5819c36ab3aa,,,,,,Medicaid or CHIP,,,
8048,711ee712-e78f-4efe-81f2-0901aea9fda5,,,,,,Medicaid or CHIP,,,
8049,712249c5-a81c-449d-a129-c270dcfe6ea7,,,,,,Private (through parent/caregiver),,,
8050,71284da0-eb52-4de2-994c-32ddaf2e68bb,,,,,,Private (through parent/caregiver),,,
8051,712a567c-60d8-4d0c-9f8e-86169df32aa4,,,,,,Private (through parent/caregiver),,,
8052,712bb3ba-0774-4125-9249-8e6b7f442aa2,,,,,,Medicaid or CHIP,,,
8053,712cc7ba-5aef-4e3f-b981-0404688e2eb8,,,,,,Private (through parent/caregiver),,,
8054,71329201-6be8-4eee-84eb-ce6a50744729,,,,,,Private (through parent/caregiver),,,
8055,713a684f-186c-4f86-864b-920e86391531,,,,,,Private (through parent/caregiver),,,
8056,713ca871-933e-46d5-8d84-6156ce2c80b3,,,,,,Medicaid or CHIP,,,
8057,71490b62-2ce5-4f9a-a3f7-1947be85060d,,,,,,,,,
8058,7149de6c-2f11-40ba-969e-73f57dff957c,,,,,,Private (through parent/caregiver),,,
8059,714cf20a-b8f8-4a89-ba28-43b32e3d3f51,,,,,,Medicaid or CHIP,,,
8060,7155e3a3-1afc-47e3-8f66-91caf4da4e22,,,,,,Private (through parent/caregiver),,,
8061,715924d3-f71c-4227-9d6b-d823f88a1d64,,,,,,Medicaid or CHIP,,,
8062,71657627-2fb0-4d58-89be-6360c771f5b0,,,,,,Private (through parent/caregiver),,,
8063,7166072f-34b5-480b-8a5f-c189460b7c98,,,,,,Private (through parent/caregiver),,,
8064,716af84e-8d79-4d45-bf8b-924126fe83c7,,,,,,Medicaid or CHIP,,,
8065,71716bfe-7d03-4b53-9ab9-10265e7fa313,,,,,,Private (through parent/caregiver),,,
8066,7171d200-427a-4d0b-bfcd-698b696bd78b,,,,,,Private (through parent/caregiver),,,
8067,7172720e-db65-486d-91b4-b4a2f63103bf,,,,,,Private (through parent/caregiver),,,
8068,717a998a-799e-4e47-bd30-1f43161ac960,,,,,,Private (through parent/caregiver),,,
8069,717ffbc6-0d3b-4523-bc60-04343368efb8,,,,,,Medicaid or CHIP,,,
8070,71829614-6d49-409d-888e-c0a075199c8a,,,,,,Private (through parent/caregiver),,,
8071,71830bae-3116-41c1-951d-01edb10413cc,,,,,,Private (through parent/caregiver),,,
8072,7183b7ef-916e-469b-ac01-1ce1634ce139,,,,,,,,,
8073,7183b941-3073-401f-8414-bb9efccab6f1,,,,,,Medicaid or CHIP,,,
8074,7187b64f-cc3d-47a6-91ac-9331db3c1f56,,,,,,Private (through parent/caregiver),,,
8075,71884ed6-bf63-436d-8c09-f7dc7b8b1fb9,,,,,,Private (through parent/caregiver),,,
8076,718ed1cd-667c-4961-b45c-7252a442fb7c,,,,,,Medicaid or CHIP,,,
8077,719224aa-6e48-4a9e-894e-d29c02fad7b5,,,,,,Medicaid or CHIP,,,
8078,71932286-e7a3-4148-b018-4528be810eeb,,,,,,Private (through parent/caregiver),,,
8079,719aa6bf-7982-4fea-af11-c321aa0a557c,,,,,,Medicaid or CHIP,,,
8080,71a07daa-97e9-44ec-b62d-2aa3a5342b1f,,,,,,Private (through parent/caregiver),,,
8081,71b6cddb-76d6-416a-9d56-b9ef2f013560,,,,,,Private (through parent/caregiver),,,
8082,71b7851d-a651-4be4-a61d-4b4242b2c9b0,,,,,,Private (through parent/caregiver),,,
8083,71c13fbb-9dfe-45ef-b2a5-caed3b2933dd,,,,,,Private (through parent/caregiver),,,
8084,71c2f153-77b2-4f58-b688-6e1f6b451278,,,,,,Private (through parent/caregiver),,,
8085,71c7f1ae-d34f-4657-affe-21802bf99b66,,,,,,Medicaid or CHIP,,,
8086,71cbb7e3-ebfc-4cad-b42d-991babcd032f,,,,,,Private (through parent/caregiver),,,
8087,71cfa24e-8b16-4c22-8c8e-7c6910df19ba,,,,,,Medicaid or CHIP,,,
8088,71cfcdc9-213c-4ddb-9e67-57c7e4011f71,,,,,,Private (through parent/caregiver),,,71.0
8089,71d58196-e493-4eb3-b68a-7d42fd6e5c6a,,,,,,Medicaid or CHIP,,,
8090,71d62600-6b26-444a-b325-0969a44efbbf,,,,,,Medicaid or CHIP,,,
8091,71e34a56-6a22-4003-a812-27c5d585bb27,,,,,,Medicaid or CHIP,,,
8092,71e73904-6596-4d27-8f73-a2c4045281c0,,,,,,Private (through parent/caregiver),,,
8093,71eceabc-70e2-4c23-a5cd-fcee576aebc1,,,,,,Medicaid or CHIP,,,
8094,71ed56f0-751c-4aab-b8f6-4befe0528350,,,,,,Private (through parent/caregiver),,,
8095,71f0d611-5a98-4a86-a981-80727949a6d5,,,,,,Private (through parent/caregiver),,,
8096,71f0f37c-4f12-4da6-940d-3e07dc102760,,,,,,,,,
8097,71f60be2-f18d-4e96-aaa3-d9597462e00f,,,,,,,,,
8098,71f95782-5f83-4ffd-b426-c1ff454e7d5b,,,,,,Private (through parent/caregiver),,,
8099,7200aad2-8621-4749-a96b-b481912f84de,,,,,,Private (through parent/caregiver),,,
8100,7219a2c3-6adf-46f5-8ce0-830c3c4304c2,,,,,,Private (through parent/caregiver),,,
8101,722093f9-f995-4864-9a2f-2db80cd1bd42,,,,,,,,,
8102,7221f366-a4df-42b9-9262-aaca2336623a,,,,,,,,,
8103,7226e196-c0d5-4160-a9f9-5e6167ca16de,,,,,,Private (through parent/caregiver),,,
8104,72374a93-acec-4b13-8ebf-124ec7be8c23,,,,,,,,,
8105,723989f0-de89-4ec9-ab1a-ec3ab4108044,,,,,,Private (through parent/caregiver),,,
8106,723ab037-942e-4303-80a8-d1b7fcf05542,,,,,,None,,,
8107,723eca14-52bc-43d8-ac68-81c86185bed2,,,,,,Private (through parent/caregiver),,,
8108,723ff774-1c72-4517-b9ad-5f2a6db25760,,,,,,Private (through parent/caregiver),,,
8109,72409a44-78f0-4311-8813-d520fb58e141,,,,,,,,,
8110,7241024f-38e3-4829-94ee-13ee8b3e54e8,,,,,,Medicaid or CHIP,,,
8111,72458b8d-a913-4315-84a0-754c94af2850,,,,,,Private (through parent/caregiver),,,
8112,724d169a-2a4f-4ba8-977c-f2570c73a752,,,,,,Don't Know,,,
8113,724d584a-907a-4ef2-8150-f3db2384dc9c,,,,,,Private (through parent/caregiver),,,
8114,724ed74f-5c9c-4dea-8e2d-fa127e25b376,,,,,,Private (through parent/caregiver),,,
8115,724f0d49-03a4-4e62-8360-217c96d19e7c,,,,,,Private (through parent/caregiver),,,
8116,72551367-735e-4f35-b116-da866e240276,,,,,,Medicaid or CHIP,,,
8117,725a857b-0188-4148-8e0c-f24b041cb74c,,,,,,Private (through parent/caregiver),,,
8118,726ad582-946d-4449-8bf1-7814366ecdaf,,,,,,Medicaid or CHIP,,,
8119,726e5e93-e3de-4a2a-8ea2-53d908e02b2a,,,,,,Medicaid or CHIP,,,
8120,727bf8e8-e746-415f-a4a1-186fc3e3cc33,,,,,,Private (through parent/caregiver),,,
8121,7280b85e-8bd3-44b3-b42b-9f5a5ad0b49f,,,,,,Private (through parent/caregiver),,,
8122,72874caa-dc24-4c5b-96c2-6d9d01754a55,,,,,,,,,
8123,728833c2-be0c-4d0b-b44f-f3b2605bdf7b,"Under $50,000",Yes,N/A,,Yes,Private (through parent/caregiver),2,Employed full-time outside of the home,
8124,72966938-e3ba-4bde-b2c3-4b0c66c688bc,"Under $50,000",No,N/A,,Yes,Medicaid or CHIP,1,Employed part-time outside of the home,67.0
8125,72a40d24-937a-4f6d-9b05-12120c7d12ee,,,,,,,,,
8126,72a49eb5-6bf2-4feb-8305-a61e49dd222d,,,,,,,,,
8127,72a53552-7efb-4db9-8064-30dfb60604d2,,,,,,Medicaid or CHIP,,,
8128,72a53c10-5656-4719-9f12-bbad7b0a1dc3,,,,,,Private (through parent/caregiver),,,
8129,72a6ef89-329e-47c3-8627-9f557f0c2c7f,,,,,,Medicaid or CHIP,,,
8130,72a7dacd-4a20-436a-b600-df0d5d48c053,,,,,,Private (through parent/caregiver),,,
8131,72aa5035-6cbc-4288-8a25-8ea403c3e1fa,,,,,,Private (through parent/caregiver),,,
8132,72ace923-6810-42bd-80ae-a3e9779db40e,,,,,,,,,
8133,72ad669a-9406-4167-8f04-ec11ecd6d19a,,,,,,Private (through parent/caregiver),,,
8134,72ae7103-62ec-4a5e-9f94-971f887f0df0,,,,,,Private (through parent/caregiver),,,
8135,72b1275b-b9d7-4fa3-b395-35264755deda,,,,,,Private (through parent/caregiver),,,
8136,72b39b44-c144-45be-8d20-3dc4f8d88d92,,,,,,Medicaid or CHIP,,,
8137,72bd0119-000d-4707-8548-c133239d2a96,,,,,,,,,
8138,72bd6f74-8770-4ffe-9bef-1d326b3396e8,,,,,,,,,
8139,72bef00b-fdd3-4c01-b287-a58d75ff6d42,,,,,,None,,,
8140,72c9fdf7-cc40-4aa2-9c4a-2043009554da,,,,,,Private (through parent/caregiver),,,
8141,72cb8f9d-d5bb-4acc-85d3-affd48d92165,,,,,,Don't Know,,,
8142,72cbcc6f-8143-4d72-8f56-c79450fe0a35,,,,,,Medicaid or CHIP,,,
8143,72ce39ec-eba9-4d71-baab-c01f0e28e15f,,,,,,Private (through parent/caregiver),,,
8144,72dce8a1-584f-495d-a1fd-fd9304473c82,,,,,,Don't Know,,,
8145,72dd3e8f-a0f0-4408-af2c-3ed3bb6b2d8c,,,,,,Medicaid or CHIP,,,
8146,72df89cd-fbb1-48e4-a3a3-a10acd9bef09,,,,,,,,,
8147,72e04af5-8c1d-4957-b6b8-f776b9c154fe,,,,,,Private (through parent/caregiver),,,
8148,72e33a22-25c9-4080-971c-2f057b7157a7,,,,,,,,,
8149,72e3a0df-3fd4-4fef-a53f-028a6802394a,"Over $75,000",Yes,Yes,,Yes,Private (through parent/caregiver),1,Employed full-time outside of the home,
8150,72e5ad5b-f11e-444f-a77a-f605de12afb7,,,,,,Medicaid or CHIP,,,
8151,72e7b86b-c100-4f22-9e88-1e70693638f7,,,,,,Private (through parent/caregiver),,,
8152,72e991b0-e9e4-484f-8b81-65a3707b78a2,,,,,,Private (through parent/caregiver),,,
8153,72eb61c2-9df4-4b1a-9755-a2ffb9c8a11a,,,,,,Private (through parent/caregiver),,,
8154,72ee8c64-9d4f-44fd-8271-716e20775004,,,,,,Don't Know,,,
8155,72eedefe-4a6f-4b43-8ed2-515b6a6017ce,,,,,,Private (through parent/caregiver),,,
8156,72f3e3b5-895d-41c4-86ce-3014bd374822,,,,,,,,,
8157,72f6c097-462f-4b69-bec4-8dbaef9068aa,,,,,,,,,
8158,72ffbefc-b689-4ec1-8fc8-bb56bf3783f7,,,,,,Private (through parent/caregiver),,,
8159,73029a4d-c02e-4a68-b09c-9cd0b35a8789,,,,,,None,,,
8160,7305d9a8-2a22-4ae8-bfe2-bb48bb5ebf56,,,,,,Medicaid or CHIP,,,
8161,7305e28a-7176-43f5-929c-af0130f81857,,,,,,Private (through parent/caregiver),,,
8162,73072e09-621a-4dec-a1db-f518d117a1ea,,,,,,Don't Know,,,
8163,730f8afa-0122-4441-b35e-fe5373b8530a,,,,,,Medicaid or CHIP,,,
8164,73121941-7af7-40e5-b210-d9045b45adda,,,,,,Private (through parent/caregiver),,,
8165,73157b11-ef0d-431a-8af6-7e5d604c0146,,,,,,Private (through parent/caregiver),,,70.0
8166,7315cfc0-967a-44bf-9c07-cd0cf8094bc7,,,,,,None,,,
8167,731c12b3-a5c2-4ac3-bee8-47ca984b0264,,,,,,Private (through parent/caregiver),,,
8168,731d3c34-65db-4ece-ad7b-d57eebaa9a83,,,,,,Don't Know,,,
8169,731ec587-b368-4236-8211-67b73bfe90bd,,,,,,Private (through parent/caregiver),,,
8170,731f27a9-caff-4860-81fc-d1c88eb7270a,,,,,,Private (through parent/caregiver),,,
8171,7326312b-f812-4350-bbbd-42122f14be23,,,,,,Medicaid or CHIP,,,
8172,7328ffbd-f27a-4545-971f-7f6d597edd5b,,,,,,Medicaid or CHIP,,,
8173,732c437b-f5b3-49a6-92f9-213f50544bb9,,,,,,Medicaid or CHIP,,,
8174,732d4cc2-320a-4d17-815c-c34ffd4d360b,,,,,,,,,
8175,732f1f06-d13a-4483-8f35-9584741a7c45,,,,,,Medicaid or CHIP,,,
8176,73303abf-2b5f-4ade-8a21-c764ae36f1cb,,,,,,,,,
8177,7331bff0-3fe9-4c23-96e7-a1ed679c89f2,,,,,,Private (through parent/caregiver),,,
8178,733328db-4b8d-4f30-88b8-1df277abc68f,Do not know,Yes,Yes,,Yes,Medicaid or CHIP,1,Employed full-time outside of the home,
8179,73339031-b71e-4fa2-9c74-e16daaa86112,,,,,,Medicaid or CHIP,,,
8180,733b2ecc-9bcf-4a35-8e19-d4dcdd0829b7,,,,,,Private (through parent/caregiver),,,
8181,733e477c-d4dd-4ef9-9901-d89cdf2f2073,,,,,,,,,
8182,734730f4-abd2-48db-930a-7a0f38ab4c60,,,,,,Private (through parent/caregiver),,,
8183,734f137d-d61e-4ede-a8d2-895c042edd18,,,,,,Private (through parent/caregiver),,,
8184,7350c10b-3bce-4468-a305-baeed2e70d26,,,,,,,,,
8185,7352e1de-f3a3-4e1a-816e-92e595101a49,,,,,,Private (through parent/caregiver),,,
8186,7357ad48-f417-4a03-938b-3372ab7c9f75,,,,,,Private (through parent/caregiver),,,
8187,7358a002-05d7-4281-aa90-3b731b22c3e3,,,,,,Medicaid or CHIP,,,
8188,735f9b4e-c55b-474f-8323-2c7247e6bb52,,,,,,Medicaid or CHIP,,,
8189,73613426-bcb2-4408-9df0-875cdafba202,,,,,,,,,
8190,7365485a-8d9e-402c-8b83-d7a9811193da,,,,,,Private (through parent/caregiver),,,
8191,7365ddec-a806-4a75-b879-897901f4e3f7,,,,,,Private (through parent/caregiver),,,
8192,73663eb2-d9c5-409f-823b-485803fc50c6,,,,,,,,,
8193,736a4987-481c-48ca-9834-657f9ee08f36,,,,,,Private (through parent/caregiver),,,
8194,736cb2b1-97dd-49dd-a480-5a62f57e938d,,,,,,Private (through parent/caregiver),,,
8195,736cd0ef-356b-4fc5-bf74-23a1f68c55c7,,,,,,Private (through parent/caregiver),,,
8196,737240f1-656c-48c4-908f-1884d3b93b11,,,,,,Private (through parent/caregiver),,,
8197,73728cc6-165c-4294-b1bf-2bee9db872d6,,,,,,Private (through parent/caregiver),,,
8198,7377f411-1166-4b03-aa3c-41686d21e842,,,,,,Private (through parent/caregiver),,,
8199,73780a27-ee64-4154-92a7-1d31af34928a,,,,,,Private (through parent/caregiver),,,
8200,737850c3-3a54-44fc-8f94-437ac363d1b7,,,,,,,,,
8201,737b37eb-bd53-40fb-908e-68ae15068660,,,,,,,,,
8202,737c1aa1-5d42-42b7-9867-fed363a4873c,,,,,,Private (through parent/caregiver),,,
8203,737d5ec9-8524-4ccf-a008-0471f77681c9,,,,,,Private (through parent/caregiver),,,
8204,7383ba56-da01-4531-a81f-83c06955b742,,,,,,,,,
8205,7385d8ed-1019-44fa-b7e2-b6c5fb560233,,,,,,Private (through parent/caregiver),,,
8206,7386cc16-6d6d-4686-ae58-4db6d1f7a31a,,,,,,Private (through parent/caregiver),,,
8207,738cd2fd-8172-472a-b336-218c9479547c,,,,,,Medicaid or CHIP,,,
8208,7391d61c-4723-4761-82a3-95c63f9b3a1f,,,,,,,,,
8209,73934c4d-a534-41bf-a1eb-f96a3b99c41e,,,,,,,,,
8210,73977208-6825-49ac-a5e0-dcfabe599a57,,,,,,,,,
8211,739b28d2-8a21-4006-8ff6-5d10387e2426,,,,,,Medicaid or CHIP,,,
8212,739fa18f-3c42-43d2-ad6d-78c574a9ece3,,,,,,,,,
8213,73a66000-1b30-4794-be2c-9f07c7d2419e,,,,,,Medicaid or CHIP,,,
8214,73a79717-1e02-4c20-a55f-10261c1989e8,,,,,,,,,
8215,73abc0bc-8f3c-4d9e-af74-f4b047f19293,,,,,,Medicaid or CHIP,,,
8216,73aef8d4-e602-4da4-8304-eabf64481a8f,,,,,,Private (through parent/caregiver),,,
8217,73afd6b0-854b-4f4d-bd98-c22225943114,,,,,,Private (through parent/caregiver),,,
8218,73b1a456-3c9e-43a7-99f7-7c809c6c4a6c,,,,,,,,,
8219,73b36a75-f082-480d-a583-6bd36c95d87e,,,,,,Private (through parent/caregiver),,,
8220,73bd628b-2d3e-49fc-9517-18bfc481bc37,"Under $50,000",Yes,N/A,,Yes,Private (through parent/caregiver),1,Full-time homemaker,79.0
8221,73c11ac2-0656-4d51-86f0-e4fc8fee2aa8,,,,,,Private (through parent/caregiver),,,
8222,73c179ca-e799-47bf-86b9-ffbda9fa0218,,,,,,,,,
8223,73c5d64c-a09f-43cd-a4cf-a9308491b4aa,,,,,,,,,
8224,73c78fd8-f1cc-455f-ab3f-8318589e98bb,,,,,,Private (through parent/caregiver),,,
8225,73c80440-4c87-4b2e-ad9a-26b07db19f1e,,,,,,Private (through parent/caregiver),,,
8226,73c81b59-8d4e-474a-a1e1-a6faabb53ae2,,,,,,Private (through parent/caregiver),,,
8227,73c91dc9-3d3b-4b04-b53e-552a238036e8,,,,,,Medicaid or CHIP,,,
8228,73ca458e-7195-46c0-88c0-cdedac1fa0f6,,,,,,Medicaid or CHIP,,,
8229,73cc63db-a2f6-46cf-aacc-8f4a391ae243,,,,,,Private (through parent/caregiver),,,
8230,73cf75eb-f8e7-473c-aa6a-04bbb41c18f0,,,,,,Private (through parent/caregiver),,,
8231,73d1a067-77c1-4730-a365-3d7eb8759f46,,,,,,Private (through parent/caregiver),,,
8232,73d1b483-e14f-4b1c-9f3e-561dba77397e,,,,,,Private (through parent/caregiver),,,
8233,73d6df94-ee8a-441e-9097-a1f19e1d0a23,,,,,,Private (through parent/caregiver),,,
8234,73df3222-f788-4dad-8c6e-907ba3122a48,,,,,,Private (through parent/caregiver),,,
8235,73e5cd5e-c12a-422f-a5d1-eb09075b68d7,,,,,,Medicaid or CHIP,,,
8236,73eb5e0b-7977-456e-8e89-5d548302a7dd,,,,,,Private (through parent/caregiver),,,
8237,73ebc319-2f94-4ae6-ae76-f214c4d2b81a,,,,,,Private (through parent/caregiver),,,
8238,73ec6ae6-3361-4ca0-b828-9268b04f9f0f,,,,,,Private (through parent/caregiver),,,
8239,73ed89df-c34b-4e7a-8161-741f77e4b88b,,,,,,Medicaid or CHIP,,,61.0
8240,73f3252b-3194-454d-aa00-9bc18372aee3,,,,,,,,,
8241,73fb5187-5de6-4933-bbc5-4a0668487c40,,,,,,None,,,
8242,74022c80-44f9-497d-b89f-74f0698fe2d6,,,,,,Private (through parent/caregiver),,,
8243,7403ef65-85cb-4199-90f8-86afd2df2d43,,,,,,Private (through parent/caregiver),,,
8244,740e5fec-0ca1-40ba-89b7-e5a096b0d98d,,,,,,Private (through parent/caregiver),,,
8245,740e870c-e16c-414f-970d-36113c89da85,,,,,,Medicaid or CHIP,,,
8246,741039a1-0569-443d-b3f1-745b9fb8fe92,,,,,,None,,,
8247,7412e192-a66f-4c6f-81dd-92e620b01af6,,,,,,Private (through parent/caregiver),,,
8248,7418b9e8-fd95-4a11-85c2-6e8b6631f51e,,,,,,Medicaid or CHIP,,,
8249,741e05b4-19ab-44d0-9de3-a1820b787b99,,,,,,Private (through parent/caregiver),,,
8250,741edd4e-b39b-48ff-9909-c76313bb76aa,,,,,,Private (through parent/caregiver),,,
8251,742338d5-cc50-4557-97c3-ef385087395b,,,,,,Private (through parent/caregiver),,,
8252,742561f0-23ef-45c8-8fad-4ee9e6460049,,,,,,Medicaid or CHIP,,,
8253,7426ec91-208f-4f68-a0cf-12629bf0a2c2,,,,,,Private (through parent/caregiver),,,
8254,742894b7-39c9-4b47-aa8c-3f0f301a03a5,,,,,,Medicaid or CHIP,,,
8255,7429658b-7383-4b91-8c3e-83a2bf0d99a3,,,,,,Medicaid or CHIP,,,
8256,742cd491-5604-4092-baed-a4698cfa68ad,,,,,,Medicaid or CHIP,,,
8257,742e244b-2cb8-4479-b2f8-579e888bf3f2,,,,,,Private (through parent/caregiver),,,
8258,74313d0f-e514-4125-a353-95269ffe6ef0,,,,,,Private (through parent/caregiver),,,
8259,743219eb-a2d8-49c9-96bf-a32832e2d166,,,,,,Don't Know,,,
8260,7434e241-94db-464b-a446-5ca2c1e6d3ce,,,,,,Private (through parent/caregiver),,,
8261,743b9b52-6f35-417b-8905-2a846bd37e15,,,,,,,,,
8262,7440aee3-662a-47b3-871d-14736be3fe83,,,,,,Private (through parent/caregiver),,,
8263,74430bc3-7fc0-43cd-9426-96b73b52a84d,,,,,,Private (through parent/caregiver),,,
8264,744662ef-9a8c-40db-a871-f3860e42d5d0,,,,,,Private (through parent/caregiver),,,
8265,7446bed9-a8b4-44a6-a823-28976bd417a4,"$50,000 to $75,000",Yes,Yes,,No,Private (through parent/caregiver),1,Employed part-time outside of the home,61.0
8266,7447b320-3592-4570-a7ab-81215da0dbae,,,,,,Private (through parent/caregiver),,,
8267,744a8bf3-eaf3-4507-aa16-f5a8f835ac5d,,,,,,Private (through parent/caregiver),,,
8268,744f329d-1a48-4b34-9600-9350fa317530,,,,,,Private (through parent/caregiver),,,
8269,74501013-8667-4594-847b-9e7de07838fb,,,,,,Private (through parent/caregiver),,,
8270,7450e057-3f35-4960-a8f6-8b1e74040fc1,,,,,,None,,,
8271,74558f74-5ec2-4cb5-934b-6e57a5f8278f,,,,,,Private (through parent/caregiver),,,
8272,7455b9d9-3171-43bf-9b83-b5e485400911,"$50,000 to $75,000",Yes,No,,Yes,Private (through parent/caregiver),1,Not employed and looking for work,55.0
8273,7456a8ba-f8f0-4bd4-a911-53f828a43581,,,,,,Medicaid or CHIP,,,
8274,745a51eb-1722-4231-9281-b5d6c5b77fe6,,,,,,Private (through parent/caregiver),,,
8275,745d2d93-db8d-4a2e-a69f-b674a78e15f9,,,,,,Medicaid or CHIP,,,
8276,745dba7c-66db-44d1-93bc-8f501efa802b,,,,,,Private (through parent/caregiver),,,
8277,74643f67-c2b8-4d33-abf9-8f6010892edc,,,,,,,,,
8278,74654fed-9b12-43d8-b015-b3716e8c15ee,,,,,,Private (through parent/caregiver),,,
